jlptLevel,japanese,reading,meaning,partOfSpeech,exampleSentence
N1,弁解する,べんかい,변명하다,word,-
N1,言い訳する,いわけする,변명하다,word,-
N1,安堵する,あんどする,안도하다,word,-
N1,ほっとする,ほっとする,안심하다,word,-
N1,意気込み,いきごみ,"열의, 패기",word,-
N1,意欲,いよく,의욕,word,-
N1,おびえる,おびえる,겁을 내다,word,-
N1,怖がる,こわがる,무서워하다,word,-
N1,かねがね,かねがね,전부터,word,-
N1,以前から,いぜんから,이전부터,word,-
N1,かろうじて,かろうじて,"겨우, 간신히",word,-
N1,何とか,なんとか,그럭저럭,word,-
N1,故意に,こいに,고의로,word,-
N1,わざと,わざと,일부러,word,-
N1,ささいな,ささいな,사소한,word,-
N1,小さな,ちいさな,작은,word,-
N1,自尊心,じそんしん,자존심,word,-
N1,プライド,プライド,프라이드,word,-
N1,戸惑う,とまどう,"어리둥절해하다, 당황하다",word,-
N1,困る,こまる,곤란하다,word,-
N1,端的に,たんてき,단적으로,word,-
N1,明白に,めいはく,명백하게,word,-
N1,詫びる,わびる,사과하다,word,-
N1,謝る,あやまる,사과하다,word,-
N1,うすうす,うすうす,"희미하게, 어렴풋이",word,-
N1,なんとなく,なんとなく,"왠지 모르게, 어쩐지",word,-
N1,照会する,しょうかい,조회하다,word,-
N1,問い合わせる,と,문의하다,word,-
N1,難点,なんてん,난점,word,-
N1,不安なところ,ふあん,불안한 점,word,-
N1,入念に,にゅうねん,"꼼꼼하게, 정성들여",word,-
N1,細かく丁寧に,こまていねい,섬세하고 정성껏,word,-
N1,粘り強く,ねばづよく,끈기 있게,word,-
N1,あきらめずに,あきらめずに,포기하지 않고,word,-
N1,むっとする,むっとする,부루퉁해지다,word,-
N1,怒ったような顔,おこかおをする,화가 난 듯한 얼굴을 하다,word,-
N1,決意,けつい,결의,word,-
N1,ゆとり,ゆとり,여유,word,-
N1,余裕,よゆう,여유,word,-
N1,若干,じゃっかん,약간,word,-
N1,わずかに,わずかに,아주 조금,word,-
N1,撤回する,てっかいする,철회하다,word,-
N1,取り消す,とけす,취소하다,word,-
N1,競い合う,きそあう,경합하다,word,-
N1,かたくなな,かたくなな,고집이 센,word,-
N1,頑固な,がんこな,완고한,word,-
N1,すみやかに,すみやかに,신속히,word,-
N1,できるだけ早く,はやく,가능한 한 빨리,word,-
N1,漠然としている,ばくぜんとしている,막연하다,word,-
N1,ぼんやりしている,ぼんやりしている,분명하지 않다,word,-
N1,妨害する,ぼうがいする,방해하다,word,-
N1,じゃまする,じゃまする,"방해하다, 훼방 놓다",word,-
N1,エレガントな,エレガントな,"우아한, 고상한",word,-
N1,上品な,じょうひんな,"고상한, 품위 있는",word,-
N1,つかの間の,まの,"짧은, 잠깐 동안의",word,-
N1,短い,みじかい,짧은,word,-
N1,しくじる,しくじる,"실수하다, 실패하다",word,-
N1,失敗する,しっぱいする,"실패하다, 실수하다",word,-
N1,スライスする,スライスする,얇게 썰다,word,-
N1,薄く切る,うすきる,얇게 자르다,word,-
N1,めいめいに,めいめいに,"각각에게, 각자에게",word,-
N1,一人一人に,ひとりひとり,한 사람 한 사람에게,word,-
N1,詳しく丁寧に,くわていねいに,자세하고 꼼꼼하게,word,-
N1,手立て,てだて,"방법, 수단",word,-
N1,ありありと,ありありと,"똑똑히, 뚜렷이",word,-
N1,はっきり,はっきり,"확실히, 분명히",word,-
N1,返事,へんじをしぶっている,"대답하기를 꺼리다, 주저하다",word,-
N1,なかなか返事,へんじをしようとしない,좀처럼 대답하려고 하지 않다,word,-
N1,コンパクトな,コンパクトな,콤팩트한,word,-
N1,小型の,こがたの,소형인,word,-
N1,できるだけ,できるだけ,가능한 한,word,-
N1,つぶやく,つぶやく,중얼거리다,word,-
N1,小さな声で言,ちいこえいう,작은 소리로 말하다,word,-
N1,不審,ふしんな,"수상한, 의심스러운, 미심쩍은",word,-
N1,怪しい,あやしい,"수상한, 의심스러운",word,-
N1,ばてる,ばてる,"지치다, 녹초가 되다",word,-
N1,疲れる,つかれる,"피곤하다, 지치다",word,-
N1,まっとうする,まっとうする,"다하다, 완수하다",word,-
N1,完了する,かんりょうする,완료하다,word,-
N1,異例の,いれいの,이례인,word,-
N1,珍しい,めずらしい,"드문, 흔히 없는",word,-
N1,打ち込む,うこむ,열중하다 박아넣다,word,-
N1,熱中する,ねっちゅうする,열중하다,word,-
N1,つぶさに,つぶさに,"자세하게, 상세하게",word,-
N1,詳細に,しょうさいに,상세하게,word,-
N1,脈絡,みゃくらく,"맥락, 연관, 관련",word,-
N1,つながり,つながり,"연계, 관계 연결",word,-
N1,吟味,ぎんみ,음미 자세히 조사함,word,-
N1,検討,けんとう,검토,word,-
N1,エキスパート,エキスパート,전문가,word,-
N1,専門家,せんもんか,전문가,word,-
N1,凝視する,ぎょうしする,응시하다,word,-
N1,じっと見る,みる,가만히 보다,word,-
N1,架空,かくう,가공,word,-
N1,想像,そうぞう,상상,word,-
N1,しばらくは,しばらくは,"당분간은, 한동안은",word,-
N1,ぼやく,ぼやく,투덜대다,word,-
N1,愚痴を言う,ぐちいう,"불평하다, 푸념하다",word,-
N1,寡黙な,かもくな,과묵한,word,-
N1,口数が少ない,くちかずすくない,말수가 적은,word,-
N1,紛糾する,ふんきゅうする,"분규하다, 분규를 겪다",word,-
N1,混乱する,こんらんする,혼란스럽다,word,-
N1,ずれ込む,こむ,"늦춰지다, 미루어지다",word,-
N1,遅くなる,おそくなる,늦어지다,word,-
N1,ろくに(～ない,ろくに(～ない,"제대로, 변변히~않다",word,-
N1,大して(～ない,たい,"그다지, 별로~않다",word,-
N1,貢献,こうけん,공헌,word,-
N1,危険,きけん,위험,word,-
N1,絶賛する,ぜっさんする,"절찬하다, 극구 칭찬하다",word,-
N1,常に素晴,ひじょうすばらしいとほめる,매우 훌륭하다고 칭찬하다,word,-
N1,くつろぐ,くつろぐ,"느긋이, 편하게 쉬다",word,-
N1,ゆっくりする,ゆっくりする,"편하게 쉬다, 느긋이 시간을 보내다",word,-
N1,うやむやに,うやむやに,"흐지부지하게, 애매하게",word,-
N1,あいまいに,あいまいに,애매하게,word,-
N1,出馬する,しゅつばする,출마하다,word,-
N1,選挙に出る,せんきょでる,선거에 나가다,word,-
N1,お手上げだ,てあげだ,어쩔 도리가 없다,word,-
N1,刺激される,しげきされる,자극받다,word,-
N1,閉口する,へいこうする,"난처하다, 기막히다",word,-
N1,気ままな,きままな,제 마음대로인,word,-
N1,自由な,じゆうな,자유로운,word,-
N1,いくつか,いくつか,"몇 개쯤, 조금",word,-
N1,手分け,てわけ,"분담, 나눔",word,-
N1,分担,ぶんたん,분담,word,-
N1,てきぱきと,てきぱきと,일을 솜씨 좋게 처리하는 모습. 척척,word,-
N1,早く正確に,はやせいかくに,빠르고 정확하게,word,-
N1,調達する,ちょうたつする,조달하다,word,-
N1,用意する,よういする,준비하다,word,-
N1,温和な,おんわな,온화한,word,-
N1,おだやかな,おだやかな,"온화한, 평온한",word,-
N1,スポット,スポット,"스폿, 장소",word,-
N1,場所,ばしょ,장소,word,-
N1,拮抗,きっこうする,"팽팽하다, 우열을 가릴 수 없다",word,-
N1,差がない,さがない,차이가 없다,word,-
N1,風当たり,かぜあたり,비난,word,-
N1,批判,ひはん,비판,word,-
N1,あどけない,あどけない,천진난만하다,word,-
N1,無邪気な,むじゃきな,"천진난만한, 악의 없는",word,-
N1,懸念する,けねんする,"걱정하다, 우려하다",word,-
N1,心配する,しんぱいする,걱정하다,word,-
N1,やつれる,やつれる,"여위다, 수척해지다",word,-
N1,やせ衰える,おとろえる,야위어 쇠약해지다,word,-
N1,奮闘する,ふんとうする,분투하다,word,-
N1,死に頑張,ひっしがんばる,필사적으로 분발하다,word,-
N1,不慮の,ふりょの,"뜻밖의, 예상 밖의, 불의의",word,-
N1,思,おもいがけない,"뜻밖이다, 생각지 못하다, 예상 밖이다",word,-
N1,根こそぎ,ねこそぎ,"전부, 모조리, 몽땅",word,-
N1,没頭する,ぼっとうする,몰두하다,word,-
N1,尺度,しゃくど,"척도, 기준",word,-
N1,基準,きじゅん,기준,word,-
N1,面倒な,めんどうな,"귀찮은, 성가신",word,-
N1,肝心な,かんじんな,가장 중요한,word,-
N1,重要な,じゅうような,중요한,word,-
N1,辛抱する,しんぼうする,"참다, 견디다",word,-
N1,我慢する,がまんする,참다,word,-
N1,しきたり,しきたり,"관습, 관례",word,-
N1,慣習,かんしゅう,관습,word,-
N1,委託する,いたくする,위탁하다,word,-
N1,任せる,まかせる,"맡기다, 위임하다",word,-
N1,爽やかな,さわやかな,상쾌한,word,-
N1,工面する,くめんする,"돈을마련하다, 준비하다",word,-
N1,ぞんざいな,ぞんざいな,"거친, 난폭한",word,-
N1,雑な,ざつな,"거친, 조잡한, 함부로 하는",word,-
N1,うなだれる,うなだれる,머리를 숙이다. 고개를 떨구다,word,-
N1,下を向,したむく,"아래를 향하다, 머리를 숙이다",word,-
N1,打撃,だげき,타격,word,-
N1,ダメージ,ダメージ,"대미지, 타격",word,-
N1,手腕,しゅわん,수완,word,-
N1,能力,のうりょく,능력,word,-
N1,ロスする,ロスする,헛되이 쓰다,word,-
N1,無駄にする,むだにする,낭비하다,word,-
N1,おろそかに,おろそかに,소홀하게,word,-
N1,いいかげんに,いいかげんに,대충,word,-
N1,目下,もっか,"목하, 현재",word,-
N1,今,いま,지금,word,-
N1,請け負う,うおう,청부 맡다,word,-
N1,引き受ける,ひうける,"맡다, 인수하다",word,-
N1,進呈,しんていする,"진정하다, 물건을 자진해서 드리다",word,-
N1,差し上げる,さあげる,드리다,word,-
N1,潔い,いさぎよい,"깨끗하다, 후련하다",word,-
N1,意地(を張る,いじはる,고집을 부리다,word,-
N1,心(の注意を払,さいしんちゅういはらう,세심한 주의를 기울이다,word,-
N1,調達,ちょうたつ,조달,word,-
N1,賑わう,にぎわう,"활기차다, 번화하다",word,-
N1,ひとまず,ひとまず,"일단, 우선",word,-
N1,発足,ほっそく,발족,word,-
N1,満喫する,まんきつ,만끽하다,word,-
N1,見落とす,みおとす,간과하다,word,-
N1,密集,みっしゅう,밀집,word,-
N1,めきめき(上達,じょうたつする,눈에 띄게 숙달되다,word,-
N1,目先(の利益,めさきりえき,눈앞의 이익,word,-
N1,夢がかなう,ゆめが)かなう,꿈이 이루어지다,word,-
N1,質素な,しっそ,"검소한, 소탈한",word,-
N1,とっくに,とっくに,"진작에, 훨씬 전에",word,-
N1,配布,はいふ,배포,word,-
N1,赴任,ふにん,부임,word,-
N1,不服,ふふく,불복,word,-
N1,ほどける,ほどける,"매듭, 끈이 풀리다",word,-
N1,見失う,みうしなう,시야에서 놓치다,word,-
N1,目覚ましい,めざ,"눈부시다, 주목할 만하다",word,-
N1,連携,れんけい,연계,word,-
N1,広大な,こうだい,광대한,word,-
N1,500人に満,にんみたない,"500 명 이하이다, 500명에 못 미치다",word,-
N1,仕業,しわざ,소행,word,-
N1,総じて,そうじて,"대체로, 전반적으로",word,-
N1,秘める,ひめる,숨기다,word,-
N1,ブランク,ブランク,"블랭크, 공백",word,-
N1,見込み,みこ,"예상, 전망",word,-
N1,無造作に,むぞうさに,"대수롭지 않게, 아무렇게나",word,-
N1,免除,めんじょ,면제,word,-
N1,麦生産国,むぎせいさんこく,유수의 밀 생산국,word,-
N1,当てはめる,あてはめる,적용하다,word,-
N1,円滑だ,えんかつ,원활하다,word,-
N1,合致,がっち,"합치, 일치",word,-
N1,かばう,かばう,"두둔하다, 비호하다",word,-
N1,加味する,かみする,가미하다,word,-
N1,口出し,くちだし,"간섭, 참견",word,-
N1,気配,けはい,"기미, 기색",word,-
N1,処置,しょち,"처치, 조치",word,-
N1,打開する,だかいする,타개하다,word,-
N1,煩雑な,はんざつ,번잡한,word,-
N1,拍子,ひょうし,박자,word,-
N1,優位(に立つ,ゆういたつ,우위에 서다,word,-
N1,一律に,いちりつ,일률적으로,word,-
N1,裏腹,うらはら,"정반대, 모순",word,-
N1,抱え込む,かかこむ,"끌어안다, 떠맡다",word,-
N1,工面,くめん,자금 마련,word,-
N1,心構え,こころがまえ,마음가짐,word,-
N1,しがみつく,しがみつく,매달리다,word,-
N1,損なう,そこなう,손상시키다,word,-
N1,耐えがたい,たえがたい,견디기 힘들다,word,-
N1,携わる,たずさわる,종사하다,word,-
N1,剥がす,はがす,"벗기다, 떼다",word,-
N1,人一倍,ひといちばい,"남달리, 남보다 갑절",word,-
N1,復旧,ふっきゅう,복구,word,-
N1,安静,あんせい,안정환자의 요양,word,-
N1,今更,いまさら,"이제 와서, 새삼스럽게",word,-
N1,帯びる,おびる,"띠다, 그러한 성질을 지니다",word,-
N1,思い詰める,おもつめる,골똘히 생각하다,word,-
N1,軌道,きどう,궤도,word,-
N1,くまなく,くまなく,"구석구석까지, 샅샅이",word,-
N1,辞任,じにん,사임,word,-
N1,統合,とうごう,통합,word,-
N1,はなはだしい,はなはだしい,심하다,word,-
N1,人手,ひとで,"일손, 노동력",word,-
N1,没頭する,ぼっとう,몰두하다,word,-
N1,もはや,もはや,"이미, 벌써",word,-
N1,内訳,うちわけ,내역,word,-
N1,過密,かみつ,과밀,word,-
N1,閑静な,かんせいな,"한적한, 조용한",word,-
N1,規制,きせい,규제,word,-
N1,食い違う,くちがう,엇갈리다,word,-
N1,察する,さっする,헤아리다,word,-
N1,退く,しりぞく,"물러나다, 후퇴하다",word,-
N1,素早い,すばやい,"재빠르다, 민첩하다",word,-
N1,たやすい,たやすい,"쉽다, 용이하다",word,-
N1,入手,にゅうしゅ,입수,word,-
N1,昇進,しょうしん,승진,word,-
N1,提起,ていき,제기,word,-
N1,滅びる,ほろびる,멸망하다,word,-
N1,見落とす,みお,"간과하다, 못 보고 넘기다",word,-
N1,重複,じゅうふく,중복,word,-
N1,拠点,きょてん,거점,word,-
N1,真っ先,まっさき,제일 먼저,word,-
N1,緊密,きんみつ,긴밀,word,-
N1,遂げる,とげる,완수하다,word,-
N1,巧みだ,たくみだ,"정교하다, 능숙하다",word,-
N1,配属,はいぞく,배속,word,-
N1,乗り出,のだす,"적극적으로 나서다, 착수하다",word,-
N1,面識,めんしき,면식,word,-
N1,心当,こころあたり,"짐작가는 데, 마음 짚이는 곳",word,-
N1,作動,さどう,작동,word,-
N1,備え付ける,そなつける,설치하다,word,-
N1,かさばる,かさばる,부피가 커지다,word,-
N1,交錯,こうさく,"뒤섞여 엇갈림, 교차",word,-
N1,しぶとい,しぶとい,고집이 세고 주눅들지,word,-
N1,基調,きちょう,그림장식 등에서 중심이 되는 색상,word,-
N1,簡素,かんそ,간소,word,-
N1,解明,かいめい,해명,word,-
N1,ほほえましい,ほほえましい,흐뭇하다,word,-
N1,目安,めやす,목표 기준,word,-
N1,様相,ようそう,"양상, 모습, 상태",word,-
N1,交える,まじえる,"섞다, 끼게 하다",word,-
N1,要望,ようぼう,요망,word,-
N1,くじける,くじける,"꺾이다, 굴하다, 좌절하다",word,-
N1,ひたむき,ひたむき,"한 가지 일에 전념함, 한결같음, 오로지",word,-
N1,互角,ごかく,"호각, 비등함",word,-
N1,円滑,えんかつ,원활,word,-
N1,失脚,しっきゃく,실각,word,-
N1,収容,しゅうよう,수용,word,-
N1,実に,じつに,실로,word,-
N1,絶滅,ぜつめつ,"절멸, 멸종",word,-
N1,露骨に,ろこつに,노골적으로,word,-
N1,交付,こうふ,교부,word,-
N1,かたくな,かたくな,"완고함, 고집스러움",word,-
N1,なつく,なつく,친해져서 따르다,word,-
N1,均等,きんとう,균등,word,-
N1,リタイア,リタイア,"기권 퇴직, 퇴직",word,-
N1,押収,おうしゅう,압수,word,-
N1,望ましい,のぞましい,바람직하다,word,-
N1,本場,ほんば,본고장 주요 산지,word,-
N1,秘める,ひめる,숨기다 간직하다,word,-
N1,結末,けつまつ,결말,word,-
N1,そそる,そそる,"어떤 행동, 감정 등을자아내다, 돋우다",word,-
N1,要請,ようせい,요청,word,-
N1,ぎこちない,ぎこちない,"어색하다, 부자연스럽다",word,-
N1,断じて,だんじて,"결코, 절대 ~하지 않다",word,-
N1,出荷,しゅっか,출하,word,-
N1,譲,ゆずる,양보하다 물려주다 팔아 넘기다,word,-
N1,底力,そこぢから,저력,word,-
N1,絶大,ぜつだい,"절대, 아주 큼",word,-
N1,手痛い,ていたい,"비판, 타격, 손해, 실수 등",word,-
N1,誘致,ゆうち,유치,word,-
N1,さえる,さえる,맑고 깨끗하다,word,-
N1,痛烈,つうれつ,"통렬, 호됨",word,-
N1,もろい,もろい,"무르다, 약하다, 깨지기 쉽다",word,-
N1,解約,かいやく,해약,word,-
N1,特産,とくさん,특산,word,-
N1,問い詰,とつめる,"캐묻다, 추궁하다, 따지다",word,-
N1,改修,かいしゅう,"개수, 수리, 보수",word,-
N1,手厚い,てあつい,"극진하다, 융숭하다",word,-
N1,デマ,デマ,"헛소문, 유언비어, 가짜 뉴스",word,-
N1,風潮,ふうちょう,풍조,word,-
N1,もたらす,もたらす,"가져오다, 초래하다",word,-
N1,撤回,てっかい,철회,word,-
N1,補填,ほてん,"보전손실, 적자 등 부족한 부분을 채움",word,-
N1,ずばり,ずばり,"정곡, 핵심 등을 정확히",word,-
N1,コンスタント,コンスタント,일정한 모양,word,-
N1,加工,かこう,가공,word,-
N1,養う,やしなう,"기르다, 양육하다",word,-
N1,資質,ししつ,자질,word,-
N1,ありきたり,ありきたり,"흔함, 평범함",word,-
N1,間柄,あいだがら,"사이, 관계",word,-
N1,正当,せいとう,정당,word,-
N1,いただく,いただく,받다 <겸양>,word,-
N1,お詫び申し上げる,わもうあげる,사죄의 말씀을 드리다 <겸양>,word,-
N1,～きわまりない~,～きわまりない~,하기 그지없다,word,-
N1,～するまま~,～するまま~,하는 대로,word,-
N1,～では~,～では~,로는,word,-
N1,～でもしたら~,～でもしたら~,라도 하게 되면,word,-
N1,～にしても~,～にしても~,라고 할지라도,word,-
N1,～はしない~,～はしない~,하지는 않겠다,word,-
N1,～べきだ~,～べきだ~,해야 한다,word,-
N1,～ものか~,～ものか~,하지 않겠다,word,-
N1,いっさい～ない,いっさい～ない,일절 ~하지 않는다,word,-
N1,～かというと~,～かというと~,인가 하면,word,-
N1,～する思いだ~,おもいだ~,하는 심정이다,word,-
N1,～つつある~,～つつある~,하는 중이다,word,-
N1,～ではないか~,～ではないか~,"하지 않아 <의문, 반문>",word,-
N1,～として~,～として~,라고 하여,word,-
N1,～にすぎない~,～にすぎない~,에 지나지 않는다,word,-
N1,～はずだ~,～はずだ~,할 것이다 <확신>,word,-
N1,～ほどのことではない~,～ほどのことではない~,할 정도의 일이 아니다,word,-
N1,～を機に~,きに~,"을 계기로, ~을 기회로",word,-
N1,～あげく~,～あげく~,한 끝에,word,-
N1,思えるくらい,おもえるくらい,생각이 들 정도로,word,-
N1,～かっていうと~,～かっていうと~,인가 하면,word,-
N1,～(さ)せられる~,～(さ)せられる~,하게 되다 <사역수동>,word,-
N1,～する以上,いじょう,~ 하는 이상,word,-
N1,～でしかない~,～でしかない~,밖에 되지 않는다,word,-
N1,～と~,～と~,라는내용 제시,word,-
N1,～といったところだ~,～といったところだ~,라는 정도다,word,-
N1,～ないでもない~,～ないでもない~,않는 것도 아니다,word,-
N1,～につけ~,～につけ~,할 때마다,word,-
N1,～ていただく~,～ていただく~,해 주시다,word,-
N1,～わけではない~,～わけではない~,인 것은 아니다,word,-
N1,～を受けて~,うけて~,"을 반영하여, ~의 영향을 받아",word,-
N1,お～する,お～する,제공하다 <겸양>,word,-
N1,～がたい~,～がたい~,하기 곤란하다,word,-
N1,～こととする~,～こととする~,하기로 하다,word,-
N1,～した＋ではないか,～した＋ではないか,하는 것이 아닌가! <놀람>,word,-
N1,つもり,つもり,"생각, 작정",word,-
N1,～ではあるまいし~,～ではあるまいし~,도 아닐 테고,word,-
N1,～とあって~,～とあって~,라서 <원인>,word,-
N1,～としても~,～としても~,라고는 해도,word,-
N1,～ならではの~,～ならではの~,"다운, ~만의",word,-
N1,～願えますか~,ねがえますか~,해 주시겠습니까,word,-
N1,～ゆえに~,～ゆえに~,때문에,word,-
N1,～わけにはいかない~,～わけにはいかない~,할 수는 없다,word,-
N1,あがる,あがる,찾아뵙다 <겸양>,word,-
N1,～かねる~,～かねる~,하기 곤란하다,word,-
N1,ご変更願いたい,へんこうねがいたい,변경을 부탁드리고 싶다,word,-
N1,～ざる~,～ざる~,할 수 없는,word,-
N1,～そうになる~,～そうになる~,할 것 같이 되다,word,-
N1,～だろうと～だろうと~,～だろうと～だろうと~,이든 ~이든,word,-
N1,～といいましょうか~,～といいましょうか~,라고나 할까,word,-
N1,～に伴って~,ともなって~,에 따라서,word,-
N1,まず～ない,まず～ない,거의 ~않는다,word,-
N1,AもAA,AもAA,도 A <A를 강조>,word,-
N1,いたす,いたす,하다 <겸양>,word,-
N1,～から言えば~,いえば~,로 보아,word,-
N1,～させられる~,～させられる~,하게 되다 <사역수동>,word,-
N1,～そうにない~,～そうにない~,할 것 같지 않다,word,-
N1,～ためを思って~,おもって~,"을 위해서, ~을 염려하여",word,-
N1,～てほしいものだ~,～てほしいものだ~,해 주었으면 좋겠다,word,-
N1,～べく~,～べく~,하기 위해서,word,-
N1,～も~,～も~,도 <강조>,word,-
N1,もらってやってください,もらってやってください,받아 주세요,word,-
N1,～ようがない~,～ようがない~,할 방도가 없다,word,-
N1,おっしゃってくださる,おっしゃってくださる,말씀해 주시다 <존경>,word,-
N1,かつ,かつ,"및, 또한",word,-
N1,ご覧になる,らんになる,보시다 <존경>,word,-
N1,～だけでも~,～だけでも~,만으로도,word,-
N1,～とあっては~,～とあっては~,"라서, ~때문에",word,-
N1,どうしたものか,どうしたものか,어떻게 하면 좋을까,word,-
N1,～とく~,～とく~,해 두다 <～ておく의 축약>,word,-
N1,～(さ)せてくれる~,～(さ)せてくれる~,하게 해 주다,word,-
N1,～にもほどがある~,～にもほどがある~,에도 정도가 있다,word,-
N1,AをAで終わらせないA,お,를 A만으로 끝내지 않겠다,word,-
N1,思われる,おもわれる,생각이 들다,word,-
N1,存じる,ぞんじる,생각하다 <겸양>,word,-
N1,～だけに~,～だけに~,인 만큼 <당연>,word,-
N1,～といったらない,～といったらない,몹시 ~하다,word,-
N1,～と思いきや~,おもいきや~,라고 생각했더니,word,-
N1,～とするか~,～とするか~,하기로 할까 <결심>,word,-
N1,～に言わせると~,いわせると~,"의 이야기로는, ~의 의견으로는",word,-
N1,はたして～だろうか,はたして～だろうか,과연 ~할까,word,-
N1,～をもって~,～をもって~,로 <시간>,word,-
N1,するかしないかのころ,するかしないかのころ,막 ~했을 무렵,word,-
N1,頂戴する,ちょうだいする,받다 <겸양>,word,-
N1,AというA,AというA,모든 A는,word,-
N1,どうやら,どうやら,아무래도,word,-
N1,～なくはない~,～なくはない~,않는 것도 아니다,word,-
N1,～ものを~,～ものを~,텐데,word,-
N1,～てまいる~,～てまいる~,해 가다 <겸양>,word,-
N1,～たら～たで~,～たら～たで~,하면 하는 대로,word,-
N1,～ておらず~,～ておらず~,하지 않고 <상태>,word,-
N1,～てならない,～てならない,너무 ~하다,word,-
N1,～といっても過言ではない~,かごんではない~,라고 해도 과언이 아니다,word,-
N1,～ないで済む~,すむ~,하지 않아도 된다,word,-
N1,～にしては~,～にしては~,치고는,word,-
N1,～もん~,～もん~,라니까 <감정 표현>,word,-
N1,～ようとも~,～ようとも~,할지라도,word,-
N1,～を最後に~,さいごに~,을 끝으로,word,-
N1,思い出される,おもだされる,생각이 떠오르다,word,-
N1,存じ上げる,ぞんあげる,알고 있다 <겸양>,word,-
N1,～だろうか~,～だろうか~,한 것일까,word,-
N1,～ていただけると助かります~,たすかります~,해 주시면 좋겠습니다 <겸양>,word,-
N1,～てしまわないか~,～てしまわないか~,해버리지 않을래,word,-
N1,～に決まっている~,きまっている~,"할 것임에 틀림없다, ~하게 되어 있다",word,-
N1,～べき~,～べき~,해야 할,word,-
N1,～ものだ~,～ものだ~,로구나 <감동>,word,-
N1,大人は大人で,おとなおとな,어른은 어른대로 <고유한 상태>,word,-
N1,決して～ない,けっ,결코 ~않는다,word,-
N1,～だけあって~,～だけあって~,인 만큼 <당연>,word,-
N1,～でいい~,～でいい~,"로 좋다, ~면 된다 <선택>",word,-
N1,～てからでは~,～てからでは~,하고 나서는,word,-
N1,～ても始まらない~,はじまらない~,해도 어쩔 수가 없다 <무의미>,word,-
N1,～なければ～ことはない~,～なければ～ことはない~,하지 않는다면 ~하는 일은 없다,word,-
N1,～にしてみれば~,～にしてみれば~,입장에서는,word,-
N1,まるで～ない,まるで～ない,전혀 ~않는다,word,-
N1,おいでになる,おいでになる,계시다 <존경>,word,-
N1,～しかない~,～しかない~,할 수밖에 없다,word,-
N1,～ては~,～ては~,하면,word,-
N1,～というものではない~,～というものではない~,인 것은 아니다,word,-
N1,～ともなれば/～ともなると~,～ともなれば/～ともなると~,라도 되면,word,-
N1,もっとも,もっとも,다만,word,-
N1,～ものの~,～ものの~,이지만,word,-
N1,～ように~,～ように~,하기를 <희망>,word,-
N1,～(さ)せてもらう~,～(さ)せてもらう~,하다 <겸양>,word,-
N1,～次第では,しだいでは,명사 + 次,word,-
N1,第,しだい,~ 에 따라서는,word,-
N1,～てみせる~,～てみせる~,하고야 말겠다,word,-
N1,～に越したことはない~,こしたことはない~,이 최고다,word,-
N1,～もしない~,～もしない~,도 하지 않는다,word,-
N1,～ものと思われる~,おもわれる~,할 것으로 생각된다 <확신>,word,-
N1,～も～も~,～も～も~,도 ~도,word,-
N1,～(よ)うと~,～(よ)うと~,할지라도,word,-
N1,～をよそに~,～をよそに~,"을 뒷전으로 하고, ~에도 아랑곳하지 않고",word,-
N1,～かぎり~,～かぎり~,하는 한,word,-
N1,～っこない~,～っこない~,할 리가 없다,word,-
N1,～末に~,すえに~,한 끝에,word,-
N1,～とすれば~,～とすれば~,라고 한다면,word,-
N1,～において~,～において~,에 있어서,word,-
N1,～は否めない~,いなめない~,은 부정할 수 없다,word,-
N1,～ようにする~,～ようにする~,하도록 하다,word,-
N1,～きれる,～きれる,전부 ~할 수 있다,word,-
N1,ご説明なさる,せつめいなさる,설명하시다 <존경>,word,-
N1,なんら～ない,なんら～ない,아무런 ~없다,word,-
N1,～ぬく,～ぬく,끝까지 ~하다,word,-
N1,～ばかりとなる~,～ばかりとなる~,하기만 하면 된다,word,-
N1,～に先だち~,さきだち~,에 앞서,word,-
N1,～が＋ゆえに~,～が＋ゆえに~,"이기에, ~때문에",word,-
N1,～んなら(＝のなら)~,～んなら(＝のなら)~,것이라면,word,-
N1,～(さ)せる~,～(さ)せる~,시키다,word,-
N1,お＋ます,お＋ます,형＋願,word,-
N1,う~,ねがう~,"해 주세요, ~해 주시기 원합니다",word,-
N1,～ないまでも~,～ないまでも~,까지는아니더라도,word,-
N1,～た＋つもり~,～た＋つもり~,"한셈, ~했다는생각",word,-
N1,～なんか/～んじゃなかった~,～なんか/～んじゃなかった~,같은 것 / ~하는 게 아니었다 <후회>,word,-
N1,～と＋している~,～と＋している~,"라고 하고 있다 <주장,생각>",word,-
N1,～と引きかえに~,ひきかえに~,와 맞바꾸어,word,-
N1,なにも～ない,なにも～ない,구태여~하지 않다,word,-
N1,～ったって~,～ったって~,라고 해도,word,-
N1,なんと～ことか,なんと～ことか,얼마나 ~인가,word,-
N1,そうかと思えば,おもえば,그런가 싶더니,word,-
N1,～をいいことに~,～をいいことに~,을 틈타,word,-
N1,～せていただく~,～せていただく~,하다,word,-
N1,～しかあるまい~,～しかあるまい~,밖에 없겠지,word,-
N1,～ばよかったのに~,～ばよかったのに~,하면 좋았을 텐데,word,-
N1,～に~,～に~,에 <추가>,word,-
N1,なかなか,なかなか,꽤,word,-
N1,～ところだった~,～ところだった~,할 뻔 했다,word,-
N1,～かねない~,～かねない~,할 지도 모른다,word,-
