jlptLevel,japanese,reading,meaning,partOfSpeech,exampleSentence
N2,～とされる~,～とされる~,"라고 되다, ~라고 여겨지다",word,-
N2,お～いただけますか~,お～いただけますか~,하실 수 있겠습니까 <겸손>,word,-
N2,そうでもない,そうでもない,그렇지도 않다,word,-
N2,～とは思えない~,おもえない~,라고는 생각되지 않는다,word,-
N2,理由,りゆう,이유,word,-
N2,だが～,だが～,그렇지만~,word,-
N2,出会う,であう,만나다,word,-
N2,ある,ある,어느,word,-
N2,～と言える~,いえる~,라고 말할 수 있다,word,-
N2,～とはいえ~,～とはいえ~,라고는 해도,word,-
N2,～(よ)うと思う~,おもう~,하려고 생각하다,word,-
N2,その,その,그,word,-
N2,～といい~,～といい~,하면 좋다,word,-
N2,使用されている,しようされている,사용되고 있다,word,-
N2,どのような,どのような,어떠한,word,-
N2,～という(との)ことだ~,～という(との)ことだ~,라고 한다,word,-
N2,要するに,ようするに,요컨대,word,-
N2,どの,どの,어느,word,-
N2,～ようだ~,～ようだ~,인 것 같다,word,-
N2,～ではないか~,～ではないか~,가 아닐까,word,-
N2,～以上だ~,いじょうだ~,이상이다,word,-
N2,こんな,こんな,이러한,word,-
N2,すると,すると,"그랬더니, 그러자<접속사>",word,-
N2,～ではないのか~,～ではないのか~,가 아닌 것일까,word,-
N2,こういう,こういう,이러한,word,-
N2,確かに,たしかに,"아마, 틀림없이",word,-
N2,～のだろう~,～のだろう~,인 것이겠지,word,-
N2,ご存じだろうか,ぞんじだろうか,알고 계시는 것일까<존경>,word,-
N2,しかし,しかし,그러나,word,-
N2,こうして,こうして,이렇게 해서,word,-
N2,さらに,さらに,"게다가, 더욱이",word,-
N2,それには,それには,그렇게 하기 위해서는,word,-
N2,どのくらいの長さが要,ながいるのでしょう,어느 정도의 길이가 필요한 것일까요,word,-
N2,そんな大きな翼,おおつばさ,그러한 커다란 날개,word,-
N2,こうして見てみると,みてみると,이렇게 보면,word,-
N2,難しそうです,むずかしそうです,어려울 것 같습니다,word,-
N2,道路,どうろ,도로,word,-
N2,また,また,"또, 다시",word,-
N2,～工夫も見られる~,くふうみられる~,하는 고안궁리도 볼 수 있다,word,-
N2,支えてくれているわけだ,ささえてくれているわけだ,지탱해주고 있는 것이다,word,-
N2,挙げよう,あげよう,들어보자,word,-
N2,そこで,そこで,그래서,word,-
N2,活用して,かつようして,활용해서,word,-
N2,～してみるのも悪くない~,わるくない~,해 보는 것도 나쁘지 않다,word,-
N2,増えているそうです,ふえているそうです,늘고 있다고 합니다,word,-
N2,ただ,ただ,다만,word,-
N2,下がるというわけです,さがるというわけです,내려간다고 하는 것입니다,word,-
N2,そのような理由が,りゆうが,그러한 이유가,word,-
N2,納得させられました,なっとくさせられました,납득했습니다 〈사역수동〉,word,-
N2,学び始めた,まなはじめた,배우기 시작했다,word,-
N2,わかれば,わかれば,알면,word,-
N2,命じられたことである,めいじられたことである,명령을 받았던 것이다,word,-
N2,日本地図,にほんちず,일본 지도,word,-
N2,ご存じでしょうか,ぞんじでしょうか,알고 계신가요,word,-
N2,得られるのだそうです,えられるのだそうです,얻을 수 있는 것이라고 합니다,word,-
N2,貢献,こうけんできるようになりたいです,공헌할 수 있게 되고 싶다,word,-
N2,気になるもの,きになるもの,신경 쓰이는 것,word,-
N2,この取り組みは,とくみは,이 대책은,word,-
N2,期待できるそうだ,きたいできるそうだ,기대할 수 있다고 한다,word,-
N2,思えなかったからだ,おもえなかったからだ,생각하지 못했기 때문이다,word,-
N2,ところが,ところが,"그런데, 그러나",word,-
N2,楽しむものだ,たのしむものだ,즐기는 것이다,word,-
N2,どんな表現,ひょうげん,어떤 표현,word,-
N2,増えてきました,ふえてきました,"늘어왔습니다, 늘어났습니다",word,-
N2,同じ,おなじ,같은,word,-
N2,試,ためしてみてはいかがでしょうか,시험해 보는 것은 어떨까요,word,-
N2,問題である,もんだいである,문제이다,word,-
N2,つくられているというだけではない,つくられているというだけではない,만들어진다는 것만이 아니다,word,-
N2,このような駐輪場,ちゅうりんじょう,이러한 자전거를 세워 두는 곳,word,-
N2,～するために～,～するために～,하기 위해서,word,-
N2,～されています~,～されています~,로 여겨지고 있습니다,word,-
N2,そのため,そのため,그 때문에,word,-
N2,いいものだと思いました,おもいました,좋다고 생각했습니다,word,-
N2,～するようにしてください,～するようにしてください,~ 하도록 해 주세요,word,-
N2,(負担,ふたんを)かけることもあります,부담을주는 경우도 있습니다,word,-
N2,疲れてしまっては,つかれてしまっては,지쳐버리면,word,-
N2,そんな紅葉,こうよう,그런 단풍,word,-
N2,はじまらないのです,はじまらないのです,시작되지 않는 것입니다,word,-
N2,感じるようになりました,かんじるようになりました,느끼게 되었습니다,word,-
N2,例えば,たとえば,예를 들면,word,-
N2,感動していた,かんどうしていた,감동했었다,word,-
N2,やってみて,やってみて,해 보고,word,-
N1,潤う,うるおう,축축해지다 윤택해지다,word,-
N1,極めて,きわめて,"매우, 지극히",word,-
N1,契約,けいやく,계약,word,-
N1,推理,すいり,추리,word,-
N1,壊す,こわす,"부수다, 망가뜨리다",word,-
N1,紐を締める,ひもしめる,끈을 매다,word,-
N1,手薄な,てうすな,"허술한, 불충분한",word,-
N1,練る,ねる,"반죽하다, 계획, 문장을 다듬다",word,-
N1,華々しい,はなばな,화려하다,word,-
N1,繁盛,はんじょう,"번성, 번창",word,-
N1,伴奏,ばんそう,반주,word,-
N1,本筋,ほんすじ,"본론, 본 줄거리",word,-
N1,閲覧,えつらん,열람,word,-
N1,合併,がっぺい,합병,word,-
N1,肝心な,かんじん,중요한,word,-
N1,兆し,きざし,"징조, 조짐",word,-
N1,考慮,こうりょ,고려,word,-
N1,根拠,こんきょ,근거,word,-
N1,遮る,さえぎる,차단하다,word,-
N1,釈明,しゃくめい,"석명해명, 설명",word,-
N1,鈍る,にぶる,"둔해지다, 무디어지다",word,-
N1,逃れる,のがれる,"벗어나다, 피하다",word,-
N1,漠然と,ばくぜん,막연하게,word,-
N1,利益,りえき,이익,word,-
N1,改革,かいかく,개혁,word,-
N1,覆す,くつがえす,뒤집어엎다,word,-
N1,克明に,こくめい,극명하게,word,-
N1,群衆,ぐんしゅう,군중,word,-
N1,心地よい,ここち,"기분 좋다, 상쾌하다",word,-
N1,費やす,ついやす,"사용하다, 소비하다",word,-
N1,手際,てぎわ,"일처리 솜씨, 수완",word,-
N1,踏襲する,とうしゅうする,답습하다,word,-
N1,名誉,めいよ,명예,word,-
N1,網羅,もうら,망라,word,-
N1,由緒,ゆいしょ,"유서, 내력",word,-
N1,枠,わく,"틀, 테두리",word,-
N1,跡地,あとち,철거 부지,word,-
N1,憤り,いきどおり,분노,word,-
N1,憩い,いこい,휴식,word,-
N1,おろかな,おろかな,어리석은,word,-
N1,緩和,かんわ,완화,word,-
N1,巧妙な,こうみょう,교묘한,word,-
N1,趣旨,しゅし,취지,word,-
N1,需要,じゅよう,수요,word,-
N1,貫く,つらぬく,관철하다,word,-
N1,日夜,にちや,"밤낮, 늘",word,-
N1,把握,はあく,파악,word,-
N1,貧富,ひんぷ,빈부,word,-
N1,否めない,いなめない,부정할 수 없다,word,-
N1,概略,がいりゃく,개략,word,-
N1,凝縮,ぎょうしゅく,응축,word,-
N1,厳正な,げんせい,엄정한,word,-
N1,拒む,こばむ,거부하다,word,-
N1,遂行,すいこう,수행,word,-
N1,健やかな,すこやかな,건강한,word,-
N1,漂う,ただよう,"떠돌다, 감돌다",word,-
N1,中枢,ちゅうすう,중추,word,-
N1,督促,とくそく,독촉,word,-
N1,臨む,のぞむ,"임하다, 상황에 직면하다",word,-
N1,躍進,やくしん,약진,word,-
N1,値する~,あたいする~,할 가치가 있다,word,-
N1,淡い,あわい,"연하다, 흐리다",word,-
N1,画一的な,かくいつてき,획일적인,word,-
N1,興奮,こうふん,흥분,word,-
N1,慕われる,したわれる,"추앙받다, 존경받다",word,-
N1,承諾,しょうだく,승낙,word,-
N1,随時,ずいじ,수시로,word,-
N1,添付,てんぷ,첨부,word,-
N1,唱える,となえる,"외치다, 주장하다",word,-
N1,励む,はげむ,힘쓰다,word,-
N1,破損,はそん,파손,word,-
N1,変遷,へんせん,변천,word,-
N1,賢い,かしこい,똑똑하다,word,-
N1,偏る,かたよる,"치우치다, 편향되다",word,-
N1,鑑定,かんてい,감정판정,word,-
N1,顕著な,けんちょな,현저한,word,-
N1,樹木,じゅもく,수목커다란 나무,word,-
N1,人脈,じんみゃく,인맥,word,-
N1,廃れる,すたれる,쇠퇴하다,word,-
N1,相場,そうば,시세,word,-
N1,多岐,たき,"다기, 다방면",word,-
N1,蓄える,たくわえる,"저축하다, 비축하다",word,-
N1,陳列,ちんれつ,진열,word,-
N1,華やかな,はなやかな,화려한,word,-
N1,潤す,うるおす,"축축하게 하다, 적시다",word,-
N1,傾斜,けいしゃ,"경사, 기울기",word,-
N1,殺菌,さっきん,살균,word,-
N1,託す,たくす,"맡기다, 부탁하다",word,-
N1,暴露,ばくろ,폭로,word,-
N1,阻む,そばむ,"저지하다, 가로막다",word,-
N1,開拓,かいたく,개척,word,-
N1,復興,ふっこう,부흥,word,-
N1,怠る,おこたる,소홀히하다,word,-
N1,了承,りょうしょう,"승낙,양해",word,-
N1,巡り,めぐり,순회,word,-
N1,指図,さしず,지시,word,-
N1,回顧,かいこ,회고,word,-
N1,偽り,いつわり,"거짓, 허구",word,-
N1,嫌悪感,けんおかん,혐오감,word,-
N1,自粛,じしゅく,자숙,word,-
N1,戒める,いましめる,훈계하다 금지하다,word,-
N1,丘陵,きゅうりょう,구릉,word,-
N1,豪快に,ごうかいに,호쾌하게,word,-
N1,忍耐,にんたい,인내,word,-
N1,募,つのる,모집하다 정도가심해지다,word,-
N1,膨大な,ぼうだいな,방대한,word,-
N1,滞る,とどこおる,"밀리다, 정체되다",word,-
N1,驚嘆する,きょうたんする,"경탄하다, 놀라다",word,-
N1,猛烈に,もうれつに,맹렬히,word,-
N1,克服する,こくふくする,극복하다,word,-
N1,崩れる,くずれる,"무너지다, 흐트러지다",word,-
N1,繁殖,はんしょく,번식,word,-
N1,履歴,りれき,이력,word,-
N1,映,はえる,아름답게 빛나다 잘 어울리다,word,-
N1,披露する,ひろうする,"피로하다, 공개하다",word,-
N1,砕ける,くだける,"부서지다, 기세 등꺾이다",word,-
N1,執着する,しゅうちゃくする,집착하다,word,-
N1,債務,さいむ,채무,word,-
N1,貢献する,こうけんする,공헌하다,word,-
N1,潔い,いさぎよい,미련 없이깨끗하다,word,-
N1,干渉する,かんしょうする,간섭하다,word,-
N1,粘る,ねばる,끈기 있게 버티다,word,-
N1,巧妙な,こうみょうな,교묘한,word,-
N1,促す,うながす,"재촉하다, 독촉하다, 촉구하다",word,-
N1,措置,そち,조치,word,-
N1,振興,しんこう,진흥,word,-
N1,遺憾に,いかんに,유감스럽게,word,-
N1,閉鎖する,へいさする,폐쇄하다,word,-
N1,心遣い,こころづかい,배려,word,-
N1,憤る,いきどおる,"분노하다, 분개하다",word,-
N1,治癒する,ちゆする,치유하다,word,-
N1,錯覚,さっかく,착각,word,-
N1,尊い,とうとい,"소중하다, 존귀하다",word,-
N1,枯渇,こかつ,고갈,word,-
N1,慰める,なぐさめる,"위로하다, 달래다",word,-
N1,克明に,こくめいに,극명하게,word,-
N1,緊迫する,きんぱくする,긴박하다,word,-
N1,勇敢に,ゆうかんに,용감하게,word,-
N1,忠告,ちゅうこく,충고,word,-
N1,慕,したう,"그리워하다 따르다, 우러르다",word,-
N1,施錠,せじょうする,"자물쇠를 채우다, 잠그다",word,-
N1,沈下,ちんか,침하,word,-
N1,阻む,はばむ,"저지하다, 막다",word,-
N1,監督,かんとく,감독,word,-
N1,派生,はせい,파생,word,-
N1,透ける,すける,"비쳐보이다, 들여다보이다",word,-
N1,恩恵,おんけい,은혜,word,-
N1,臨む,のぞむ,임하다 면하다,word,-
N1,如実に,にょじつに,여실히,word,-
N1,騒然,そうぜん,"시끄러운 상태, 떠들썩한 모습",word,-
N1,諭す,さとす,잘 타이르다,word,-
N1,秩序,ちつじょ,질서,word,-
N1,潜伏,せんぷく,잠복,word,-
N1,朗らかな,ほがらかな,명랑한,word,-
N1,軌跡,きせき,궤적,word,-
N1,偏り,かたより,"치우침, 편향",word,-
N1,矛盾,むじゅん,모순,word,-
N1,誇張する,こちょうする,과장하다,word,-
N1,賄,まかなう,식사를 제공하다 조달하다,word,-
N1,軽率な,けいそつな,경솔한,word,-
N1,腐敗,ふはい,부패,word,-
N1,粗い,あらい,거칠다,word,-
N1,粘膜,ねんまく,점막,word,-
N1,寿命,じゅみょう,수명,word,-
N1,誓約書,せいやくしょ,서약서,word,-
N1,絶叫,ぜっきょう,절규,word,-
N1,背後,はいご,배후,word,-
N1,抱負,ほうふ,포부,word,-
N1,侮る,あなどる,무시하다,word,-
N1,筋道,すじみち,"조리, 사리",word,-
N1,奔放な,ほんぽうな,분방한,word,-
N1,円滑な,えんかつ,원활한,word,-
N1,及ぼす,およぼす,"영향을 미치다, 끼치다",word,-
N1,完結,かんけつ,완결,word,-
N1,キャリア,キャリア,"커리어, 경력",word,-
N1,結束,けっそく,결속,word,-
N1,歴史上,れきしじょう,~ 상역사상,word,-
N1,当(ホテル,とう(ホテル,당~당 호텔,word,-
N1,念願,ねんがん,염원,word,-
N1,背景,はいけい,배경,word,-
N1,フォローする,フォローする,"보조하다, 지원하다",word,-
N1,報じる,ほうじる,"알리다, 보도하다",word,-
N1,本音,ほんね,"본심, 속내",word,-
N1,綿密な,めんみつ,면밀한,word,-
N1,やんわり,やんわり,"부드럽게, 살며시",word,-
N1,逸材,いつざい,"일재, 뛰어난 인재",word,-
N1,会心(の出来,かいしんでき,회심의 완성도 - 만족스러운 결과,word,-
N1,実情,じつじょう,"실정, 실제 사정",word,-
N1,修復,しゅうふく,"수복, 복원",word,-
N1,ストック,ストック,"스톡, 재고",word,-
N1,強み,つよみ,강점,word,-
N1,ニュアンス,ニュアンス,뉘앙스,word,-
N1,弾む,はずむ,"튀다, 들뜨다",word,-
N1,抜粋,ばっすい,발췌,word,-
N1,不備,ふび,"불비, 미비, 불충분함",word,-
N1,平行,へいこう,평행,word,-
N1,まみれ~,まみれ~,"투성이, ~범벅",word,-
